count,enttype,category,description,data,data_fields,source_value,target_concept_id
1,372,Diagnostic Tests,Scoring test result,VA BRIEF COG,4,372-Diagnostic Tests-Scoring test result-VA BRIEF COG,0
1,372,Diagnostic Tests,Scoring test result,V HIGHH,4,372-Diagnostic Tests-Scoring test result-V HIGHH,0
4,372,Diagnostic Tests,Scoring test result,V HIGH,4,372-Diagnostic Tests-Scoring test result-V HIGH,0
1,372,Diagnostic Tests,Scoring test result,V DIFF,4,372-Diagnostic Tests-Scoring test result-V DIFF,0
1,372,Diagnostic Tests,Scoring test result,V,4,372-Diagnostic Tests-Scoring test result-V,0
2,372,Diagnostic Tests,Scoring test result,USUAL,4,372-Diagnostic Tests-Scoring test result-USUAL,0
1,372,Diagnostic Tests,Scoring test result,USING T SCORE,4,372-Diagnostic Tests-Scoring test result-USING T SCORE,0
1,372,Diagnostic Tests,Scoring test result,USING SBP,4,372-Diagnostic Tests-Scoring test result-USING SBP,0
1,372,Diagnostic Tests,Scoring test result,USING CATS,4,372-Diagnostic Tests-Scoring test result-USING CATS,0
1,372,Diagnostic Tests,Scoring test result,UPWARDS OF 15,4,372-Diagnostic Tests-Scoring test result-UPWARDS OF 15,0
1,372,Diagnostic Tests,Scoring test result,UP TO 10,4,372-Diagnostic Tests-Scoring test result-UP TO 10,0
1,372,Diagnostic Tests,Scoring test result,UNKNOWN,4,372-Diagnostic Tests-Scoring test result-UNKNOWN,0
1,372,Diagnostic Tests,Scoring test result,UNITS,4,372-Diagnostic Tests-Scoring test result-UNITS,0
2,372,Diagnostic Tests,Scoring test result,UNIT C,4,372-Diagnostic Tests-Scoring test result-UNIT C,0
1,372,Diagnostic Tests,Scoring test result,UKPDS RISK EN,4,372-Diagnostic Tests-Scoring test result-UKPDS RISK EN,0
2,372,Diagnostic Tests,Scoring test result,UKPDS ENGINE,4,372-Diagnostic Tests-Scoring test result-UKPDS ENGINE,0
1,372,Diagnostic Tests,Scoring test result,UKPDS CALC,4,372-Diagnostic Tests-Scoring test result-UKPDS CALC,0
22,372,Diagnostic Tests,Scoring test result,UKPDS,4,372-Diagnostic Tests-Scoring test result-UKPDS,0
1,372,Diagnostic Tests,Scoring test result,UK HYPERTENSI,4,372-Diagnostic Tests-Scoring test result-UK HYPERTENSI,0
1,372,Diagnostic Tests,Scoring test result,UK HYPERTEN S,4,372-Diagnostic Tests-Scoring test result-UK HYPERTEN S,0
2,372,Diagnostic Tests,Scoring test result,UK ASTHMA,4,372-Diagnostic Tests-Scoring test result-UK ASTHMA,0
2,372,Diagnostic Tests,Scoring test result,UK,4,372-Diagnostic Tests-Scoring test result-UK,0
1,372,Diagnostic Tests,Scoring test result,UDIT-C,4,372-Diagnostic Tests-Scoring test result-UDIT-C,0
2,372,Diagnostic Tests,Scoring test result,UDIT C,4,372-Diagnostic Tests-Scoring test result-UDIT C,0
1,372,Diagnostic Tests,Scoring test result,TYPE2,4,372-Diagnostic Tests-Scoring test result-TYPE2,0
1,372,Diagnostic Tests,Scoring test result,TOTAL/HDL CHO,4,372-Diagnostic Tests-Scoring test result-TOTAL/HDL CHO,0
1,372,Diagnostic Tests,Scoring test result,TOTAL SCORING,4,372-Diagnostic Tests-Scoring test result-TOTAL SCORING,0
1,372,Diagnostic Tests,Scoring test result,TOTAL FROM 30,4,372-Diagnostic Tests-Scoring test result-TOTAL FROM 30,0
1,372,Diagnostic Tests,Scoring test result,TOTAL FICTION,4,372-Diagnostic Tests-Scoring test result-TOTAL FICTION,0
2,372,Diagnostic Tests,Scoring test result,TOTAL,4,372-Diagnostic Tests-Scoring test result-TOTAL,0
1,372,Diagnostic Tests,Scoring test result,TOSSING COIN,4,372-Diagnostic Tests-Scoring test result-TOSSING COIN,0
1,372,Diagnostic Tests,Scoring test result,TOOLS,4,372-Diagnostic Tests-Scoring test result-TOOLS,0
3,372,Diagnostic Tests,Scoring test result,TOOL KIT,4,372-Diagnostic Tests-Scoring test result-TOOL KIT,0
10,372,Diagnostic Tests,Scoring test result,TOOL,4,372-Diagnostic Tests-Scoring test result-TOOL,0
3,372,Diagnostic Tests,Scoring test result,TOGETHER,4,372-Diagnostic Tests-Scoring test result-TOGETHER,0
1,372,Diagnostic Tests,Scoring test result,TICKSHEET,4,372-Diagnostic Tests-Scoring test result-TICKSHEET,0
1,372,Diagnostic Tests,Scoring test result,TICK SHEET,4,372-Diagnostic Tests-Scoring test result-TICK SHEET,0
2,372,Diagnostic Tests,Scoring test result,TICK LIST,4,372-Diagnostic Tests-Scoring test result-TICK LIST,0
1,372,Diagnostic Tests,Scoring test result,TETOTALLER,4,372-Diagnostic Tests-Scoring test result-TETOTALLER,0
12,372,Diagnostic Tests,Scoring test result,TEST SCORE,4,372-Diagnostic Tests-Scoring test result-TEST SCORE,0
1,372,Diagnostic Tests,Scoring test result,TEST,4,372-Diagnostic Tests-Scoring test result-TEST,0
2,372,Diagnostic Tests,Scoring test result,TEMPLATE,4,372-Diagnostic Tests-Scoring test result-TEMPLATE,0
1,372,Diagnostic Tests,Scoring test result,TEMP;LARTE,4,372-Diagnostic Tests-Scoring test result-TEMP;LARTE,0
3,372,Diagnostic Tests,Scoring test result,TELEPHONE,4,372-Diagnostic Tests-Scoring test result-TELEPHONE,0
1,372,Diagnostic Tests,Scoring test result,TEETOTALLER#,4,372-Diagnostic Tests-Scoring test result-TEETOTALLER#,0
20,372,Diagnostic Tests,Scoring test result,TEETOTALLER,4,372-Diagnostic Tests-Scoring test result-TEETOTALLER,0
1,372,Diagnostic Tests,Scoring test result,TEETOALLER,4,372-Diagnostic Tests-Scoring test result-TEETOALLER,0
1,372,Diagnostic Tests,Scoring test result,TEE TOTAL,4,372-Diagnostic Tests-Scoring test result-TEE TOTAL,0
1,372,Diagnostic Tests,Scoring test result,TEA TOTAL,4,372-Diagnostic Tests-Scoring test result-TEA TOTAL,0
7,372,Diagnostic Tests,Scoring test result,TC:HDL,4,372-Diagnostic Tests-Scoring test result-TC:HDL,0
1,372,Diagnostic Tests,Scoring test result,TC: HDL 3.2,4,372-Diagnostic Tests-Scoring test result-TC: HDL 3.2,0
1,372,Diagnostic Tests,Scoring test result,TC/HDL,4,372-Diagnostic Tests-Scoring test result-TC/HDL,0
1,372,Diagnostic Tests,Scoring test result,TAYSIDE,4,372-Diagnostic Tests-Scoring test result-TAYSIDE,
1,372,Diagnostic Tests,Scoring test result,TARGET INR2.5,4,372-Diagnostic Tests-Scoring test result-TARGET INR2.5,0
3,372,Diagnostic Tests,Scoring test result,TARGET INR2-3,4,372-Diagnostic Tests-Scoring test result-TARGET INR2-3,0
28,372,Diagnostic Tests,Scoring test result,TARGET INR,4,372-Diagnostic Tests-Scoring test result-TARGET INR,0
1,372,Diagnostic Tests,Scoring test result,TARGET 2-3,4,372-Diagnostic Tests-Scoring test result-TARGET 2-3,0
1,372,Diagnostic Tests,Scoring test result,TARGET 2-3,4,372-Diagnostic Tests-Scoring test result-TARGET 2-3,
15,372,Diagnostic Tests,Scoring test result,TARGET,4,372-Diagnostic Tests-Scoring test result-TARGET,0
1,372,Diagnostic Tests,Scoring test result,TABLES,4,372-Diagnostic Tests-Scoring test result-TABLES,0
4,372,Diagnostic Tests,Scoring test result,TABLE,4,372-Diagnostic Tests-Scoring test result-TABLE,0
2,372,Diagnostic Tests,Scoring test result,T SCORE,4,372-Diagnostic Tests-Scoring test result-T SCORE,0
1,372,Diagnostic Tests,Scoring test result,SYSYOLIC,4,372-Diagnostic Tests-Scoring test result-SYSYOLIC,0
1,372,Diagnostic Tests,Scoring test result,SYSTOLIC RISK,4,372-Diagnostic Tests-Scoring test result-SYSTOLIC RISK,0
1,372,Diagnostic Tests,Scoring test result,SYSTOLIC READ,4,372-Diagnostic Tests-Scoring test result-SYSTOLIC READ,0
1,372,Diagnostic Tests,Scoring test result,SYSTOLIC FRAM,4,372-Diagnostic Tests-Scoring test result-SYSTOLIC FRAM,0
41,372,Diagnostic Tests,Scoring test result,SYSTOLIC BP,4,372-Diagnostic Tests-Scoring test result-SYSTOLIC BP,0
1,372,Diagnostic Tests,Scoring test result,SYSTOLIC BASI,4,372-Diagnostic Tests-Scoring test result-SYSTOLIC BASI,0
1,372,Diagnostic Tests,Scoring test result,SYSTOLIC /CVS,4,372-Diagnostic Tests-Scoring test result-SYSTOLIC /CVS,0
117,372,Diagnostic Tests,Scoring test result,SYSTOLIC,4,372-Diagnostic Tests-Scoring test result-SYSTOLIC,0
1,372,Diagnostic Tests,Scoring test result,SYSLOLIC,4,372-Diagnostic Tests-Scoring test result-SYSLOLIC,0
1,372,Diagnostic Tests,Scoring test result,SYS BP,4,372-Diagnostic Tests-Scoring test result-SYS BP,0
2,372,Diagnostic Tests,Scoring test result,SYMPTOMATIC,4,372-Diagnostic Tests-Scoring test result-SYMPTOMATIC,0
1,372,Diagnostic Tests,Scoring test result,SX SCORE=7,4,372-Diagnostic Tests-Scoring test result-SX SCORE=7,0
1,372,Diagnostic Tests,Scoring test result,SX SCORE=4,4,372-Diagnostic Tests-Scoring test result-SX SCORE=4,0
1,372,Diagnostic Tests,Scoring test result,SX = 5,4,372-Diagnostic Tests-Scoring test result-SX = 5,
1,372,Diagnostic Tests,Scoring test result,SURVEY,4,372-Diagnostic Tests-Scoring test result-SURVEY,0
1,372,Diagnostic Tests,Scoring test result,SURGERY,4,372-Diagnostic Tests-Scoring test result-SURGERY,0
1,372,Diagnostic Tests,Scoring test result,SUPPORT,4,372-Diagnostic Tests-Scoring test result-SUPPORT,0
1,372,Diagnostic Tests,Scoring test result,SUMS,4,372-Diagnostic Tests-Scoring test result-SUMS,0
1,372,Diagnostic Tests,Scoring test result,SUMMATION,4,372-Diagnostic Tests-Scoring test result-SUMMATION,0
1,372,Diagnostic Tests,Scoring test result,SUB THERAPUET,4,372-Diagnostic Tests-Scoring test result-SUB THERAPUET,0
1,372,Diagnostic Tests,Scoring test result,SUB THERAPEUT,4,372-Diagnostic Tests-Scoring test result-SUB THERAPEUT,0
2,372,Diagnostic Tests,Scoring test result,SU,4,372-Diagnostic Tests-Scoring test result-SU,0
1,372,Diagnostic Tests,Scoring test result,STROKE RISK,4,372-Diagnostic Tests-Scoring test result-STROKE RISK,0
1,372,Diagnostic Tests,Scoring test result,STRESS PAC,4,372-Diagnostic Tests-Scoring test result-STRESS PAC,0
1,372,Diagnostic Tests,Scoring test result,STD MMSE,4,372-Diagnostic Tests-Scoring test result-STD MMSE,0
1,372,Diagnostic Tests,Scoring test result,STAT.,4,372-Diagnostic Tests-Scoring test result-STAT.,0
1,372,Diagnostic Tests,Scoring test result,STARTBACK,4,372-Diagnostic Tests-Scoring test result-STARTBACK,0
1,372,Diagnostic Tests,Scoring test result,STARTBAC,4,372-Diagnostic Tests-Scoring test result-STARTBAC,0
1,372,Diagnostic Tests,Scoring test result,START BACK,4,372-Diagnostic Tests-Scoring test result-START BACK,0
2,372,Diagnostic Tests,Scoring test result,START 11/9/20,4,372-Diagnostic Tests-Scoring test result-START 11/9/20,0
4,372,Diagnostic Tests,Scoring test result,START,4,372-Diagnostic Tests-Scoring test result-START,0
4,372,Diagnostic Tests,Scoring test result,STANDARD MMSE,4,372-Diagnostic Tests-Scoring test result-STANDARD MMSE,0
59,372,Diagnostic Tests,Scoring test result,STANDARD,4,372-Diagnostic Tests-Scoring test result-STANDARD,0
1,372,Diagnostic Tests,Scoring test result,SSI OF 64,4,372-Diagnostic Tests-Scoring test result-SSI OF 64,0
1,372,Diagnostic Tests,Scoring test result,SRLF,4,372-Diagnostic Tests-Scoring test result-SRLF,0
1,372,Diagnostic Tests,Scoring test result,SRH,4,372-Diagnostic Tests-Scoring test result-SRH,0
2,372,Diagnostic Tests,Scoring test result,SPREADSHEET,4,372-Diagnostic Tests-Scoring test result-SPREADSHEET,0
1,372,Diagnostic Tests,Scoring test result,SPINE,4,372-Diagnostic Tests-Scoring test result-SPINE,0
73,372,Diagnostic Tests,Scoring test result,SPARCTOOL,4,372-Diagnostic Tests-Scoring test result-SPARCTOOL,
1,372,Diagnostic Tests,Scoring test result,SOFTWARE.,4,372-Diagnostic Tests-Scoring test result-SOFTWARE.,0
30,372,Diagnostic Tests,Scoring test result,SOFTWARE,4,372-Diagnostic Tests-Scoring test result-SOFTWARE,0
12,372,Diagnostic Tests,Scoring test result,SOCIAL,4,372-Diagnostic Tests-Scoring test result-SOCIAL,0
2,372,Diagnostic Tests,Scoring test result,SOB,4,372-Diagnostic Tests-Scoring test result-SOB,0
1,372,Diagnostic Tests,Scoring test result,SMOKING PACK,4,372-Diagnostic Tests-Scoring test result-SMOKING PACK,0
5,372,Diagnostic Tests,Scoring test result,SMOKING,4,372-Diagnostic Tests-Scoring test result-SMOKING,0
1,372,Diagnostic Tests,Scoring test result,SMOKER,4,372-Diagnostic Tests-Scoring test result-SMOKER,0
2,372,Diagnostic Tests,Scoring test result,SMMSE,4,372-Diagnostic Tests-Scoring test result-SMMSE,0
1,372,Diagnostic Tests,Scoring test result,SLEF SCORED,4,372-Diagnostic Tests-Scoring test result-SLEF SCORED,0
1,372,Diagnostic Tests,Scoring test result,SLEF RATING,4,372-Diagnostic Tests-Scoring test result-SLEF RATING,0
1,372,Diagnostic Tests,Scoring test result,SLEF,4,372-Diagnostic Tests-Scoring test result-SLEF,0
1,372,Diagnostic Tests,Scoring test result,SLEEPINESS SC,4,372-Diagnostic Tests-Scoring test result-SLEEPINESS SC,0
3,372,Diagnostic Tests,Scoring test result,SLEEPINESS,4,372-Diagnostic Tests-Scoring test result-SLEEPINESS,0
1,372,Diagnostic Tests,Scoring test result,SLEEPINES SCA,4,372-Diagnostic Tests-Scoring test result-SLEEPINES SCA,0
2,372,Diagnostic Tests,Scoring test result,SLEEP SCORE,4,372-Diagnostic Tests-Scoring test result-SLEEP SCORE,0
1,372,Diagnostic Tests,Scoring test result,SJEEGWIRF,4,372-Diagnostic Tests-Scoring test result-SJEEGWIRF,0
1,372,Diagnostic Tests,Scoring test result,SIX ITEM COGN,4,372-Diagnostic Tests-Scoring test result-SIX ITEM COGN,0
1,372,Diagnostic Tests,Scoring test result,SIGNIFICANT,4,372-Diagnostic Tests-Scoring test result-SIGNIFICANT,0
2,372,Diagnostic Tests,Scoring test result,SIGN SCORE,4,372-Diagnostic Tests-Scoring test result-SIGN SCORE,0
1,372,Diagnostic Tests,Scoring test result,SIGN FAST,4,372-Diagnostic Tests-Scoring test result-SIGN FAST,0
21,372,Diagnostic Tests,Scoring test result,SIGN,4,372-Diagnostic Tests-Scoring test result-SIGN,0
1,372,Diagnostic Tests,Scoring test result,SHORTAUDITC,4,372-Diagnostic Tests-Scoring test result-SHORTAUDITC,
1,372,Diagnostic Tests,Scoring test result,SHORTAUDIT C,4,372-Diagnostic Tests-Scoring test result-SHORTAUDIT C,
1,372,Diagnostic Tests,Scoring test result,SHORT UDIT,4,372-Diagnostic Tests-Scoring test result-SHORT UDIT,0
2,372,Diagnostic Tests,Scoring test result,SHORT TEST,4,372-Diagnostic Tests-Scoring test result-SHORT TEST,0
1,372,Diagnostic Tests,Scoring test result,SHORT TERM ME,4,372-Diagnostic Tests-Scoring test result-SHORT TERM ME,0
3,372,Diagnostic Tests,Scoring test result,SHORT SCALE,4,372-Diagnostic Tests-Scoring test result-SHORT SCALE,0
1,372,Diagnostic Tests,Scoring test result,SHORT MMS,4,372-Diagnostic Tests-Scoring test result-SHORT MMS,0
1,372,Diagnostic Tests,Scoring test result,SHORT LIST,4,372-Diagnostic Tests-Scoring test result-SHORT LIST,0
4,372,Diagnostic Tests,Scoring test result,SHORT FAST,4,372-Diagnostic Tests-Scoring test result-SHORT FAST,0
1,372,Diagnostic Tests,Scoring test result,SHORT AUIDT C,4,372-Diagnostic Tests-Scoring test result-SHORT AUIDT C,0
5,372,Diagnostic Tests,Scoring test result,SHORT AUDIT-C,4,372-Diagnostic Tests-Scoring test result-SHORT AUDIT-C,0
1017,372,Diagnostic Tests,Scoring test result,SHORT AUDIT C,4,372-Diagnostic Tests-Scoring test result-SHORT AUDIT C,0
2,372,Diagnostic Tests,Scoring test result,SHORT AUDIT 3,4,372-Diagnostic Tests-Scoring test result-SHORT AUDIT 3,0
2,372,Diagnostic Tests,Scoring test result,SHORT AUDIT,4,372-Diagnostic Tests-Scoring test result-SHORT AUDIT,0
1,372,Diagnostic Tests,Scoring test result,SHORT,4,372-Diagnostic Tests-Scoring test result-SHORT,0
1,372,Diagnostic Tests,Scoring test result,SHERBROOK QUE,4,372-Diagnostic Tests-Scoring test result-SHERBROOK QUE,0
35,372,Diagnostic Tests,Scoring test result,SHERBROOK,4,372-Diagnostic Tests-Scoring test result-SHERBROOK,0
1,372,Diagnostic Tests,Scoring test result,SHEFIELD TABL,4,372-Diagnostic Tests-Scoring test result-SHEFIELD TABL,0
1,372,Diagnostic Tests,Scoring test result,SHEFFILED,4,372-Diagnostic Tests-Scoring test result-SHEFFILED,0
1,372,Diagnostic Tests,Scoring test result,SHEFFIILD,4,372-Diagnostic Tests-Scoring test result-SHEFFIILD,0
1,372,Diagnostic Tests,Scoring test result,SHEFFIELDFRAX,4,372-Diagnostic Tests-Scoring test result-SHEFFIELDFRAX,0
5,372,Diagnostic Tests,Scoring test result,SHEFFIELD WOO,4,372-Diagnostic Tests-Scoring test result-SHEFFIELD WOO,0
14,372,Diagnostic Tests,Scoring test result,SHEFFIELD WMC,4,372-Diagnostic Tests-Scoring test result-SHEFFIELD WMC,0
20,372,Diagnostic Tests,Scoring test result,SHEFFIELD TAB,4,372-Diagnostic Tests-Scoring test result-SHEFFIELD TAB,0
1,372,Diagnostic Tests,Scoring test result,SHEFFIELD FRO,4,372-Diagnostic Tests-Scoring test result-SHEFFIELD FRO,0
4,372,Diagnostic Tests,Scoring test result,SHEFFIELD FRA,4,372-Diagnostic Tests-Scoring test result-SHEFFIELD FRA,0
2,372,Diagnostic Tests,Scoring test result,SHEFFIELD WM,4,372-Diagnostic Tests-Scoring test result-SHEFFIELD WM,
191,372,Diagnostic Tests,Scoring test result,SHEFFIELD,4,372-Diagnostic Tests-Scoring test result-SHEFFIELD,0
1,372,Diagnostic Tests,Scoring test result,SHEFFELD,4,372-Diagnostic Tests-Scoring test result-SHEFFELD,0
4,372,Diagnostic Tests,Scoring test result,SHEFF WMC,4,372-Diagnostic Tests-Scoring test result-SHEFF WMC,0
1,372,Diagnostic Tests,Scoring test result,SHEFF TABLES,4,372-Diagnostic Tests-Scoring test result-SHEFF TABLES,0
1,372,Diagnostic Tests,Scoring test result,SHEFF TABLE,4,372-Diagnostic Tests-Scoring test result-SHEFF TABLE,0
7,372,Diagnostic Tests,Scoring test result,SHEFF TAB,4,372-Diagnostic Tests-Scoring test result-SHEFF TAB,0
3,372,Diagnostic Tests,Scoring test result,SHEF TABLE,4,372-Diagnostic Tests-Scoring test result-SHEF TABLE,0
1,372,Diagnostic Tests,Scoring test result,SHEF TAB,4,372-Diagnostic Tests-Scoring test result-SHEF TAB,0
22,372,Diagnostic Tests,Scoring test result,SHEET,4,372-Diagnostic Tests-Scoring test result-SHEET,0
1,372,Diagnostic Tests,Scoring test result,SEVERITY,4,372-Diagnostic Tests-Scoring test result-SEVERITY,0
2,372,Diagnostic Tests,Scoring test result,SEVERE\MODERA,4,372-Diagnostic Tests-Scoring test result-SEVERE\MODERA,
2,372,Diagnostic Tests,Scoring test result,SEVERE DEPRES,4,372-Diagnostic Tests-Scoring test result-SEVERE DEPRES,0
1,372,Diagnostic Tests,Scoring test result,SEVERE ANXIET,4,372-Diagnostic Tests-Scoring test result-SEVERE ANXIET,0
1,372,Diagnostic Tests,Scoring test result,SEVERE ANX,4,372-Diagnostic Tests-Scoring test result-SEVERE ANX,0
397,372,Diagnostic Tests,Scoring test result,SEVERE,4,372-Diagnostic Tests-Scoring test result-SEVERE,0
1,372,Diagnostic Tests,Scoring test result,SELFASSESMENT,4,372-Diagnostic Tests-Scoring test result-SELFASSESMENT,0
1,372,Diagnostic Tests,Scoring test result,SELF-SCORING,4,372-Diagnostic Tests-Scoring test result-SELF-SCORING,0
