count,provcat,description,higher-level category
565,1858,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
11795,1464,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
13792,1776,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
5223,1629,INTERVENTIONAL CARDIOLOGY,CARDIOLOGY
1152,0103,AUDIOLOGIST,AUDIOLOGIST
116,2055,ENDOCRINOLOGIST (DIABETES SPECIALIST),ENDOCRINOLOGY
12,5790,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
167,0023,SANITARIUM,EXTENDED CARE FACILITIES
235,1177,GERIATRIC MEDICINE SPECIALIST,GERIATRIC MEDICINE
90,0854,GERIATRIC PSYCHIATRIST,PSYCHIATRY
8,2536,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
4,6764,PEDIATRIC NEUROSURGERY,NEUROLOGICAL SURGERY
2,1749,GENERAL SURGEON,GENERAL SURGERY
5,4042,MATERNAL & FETAL MEDICINE SPECIALIST,OBSTETRICS
1,6274,PHYSICAL THERAPY-PEDIATRIC,PHYSICAL THERAPY PROVIDER
4,3786,LACTATION SPECIALIST,OTHER NON-PHYSICIAN PROVIDER
19895142,0057,INDEPENDENT LABORATORY (DIAGNOSTIC CENTER),INDEPENDENT LABORATORY
10261044,0495,GENERAL SURGEON,GENERAL SURGERY
239952,3923,ASSISTIVE TECH SUPPLIERS,COMMUNITY SUPPORT SERVICES
2477545,0307,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
869748,2617,SLEEP STUDY,OTHER PHYSICIAN SPECIALTY
42059,0976,OUT OF AREA PROFESSIONAL CHARGES,UNKNOWN SPECIALTY PHYSICIAN
9121,5903,PLASTIC SURGEON - HEAD & NECK,PLASTIC & RECONSTRUCTIVE SURGERY
2319406,0331,GENERAL PRACTITIONER,FAMILY PRACTICE
56708,0214,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
40019,1384,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
71839,1598,UNKNOWN PROVIDER TYPE,UNKNOWN
124848,1380,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
329204,5661,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
1841,5359,THORACIC/CARDIOVASCULAR SURGEON,THORACIC SURGERY
1017,1752,ORTHOPEDIC SURGEON,ORTHOPEDICS
1006,7014,MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
480,2123,OPTICIAN,OPTICIAN/OPTOMETRIST
640,1710,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
123,1315,GYNECOLOGICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
253,2522,ORTHOPEDIC SURGEON,ORTHOPEDICS
8,1941,OPTOMETRIST,OPTICIAN/OPTOMETRIST
5,2483,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
279,2744,REGISTERED NURSE,REGISTERED NURSE
6,0380,IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
10,1388,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
3319963,5737,PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
189778,4637,MRI RADIOLOGIST,RADIOLOGY
39354,0653,OSTEOPATHIC MANIPULATIVE MEDICINE SPECIALIST,OSTEOPATHY
55748,5404,CHILD & ADOLESCENT PSYCHOLOGIST,PSYCHIATRY
98222,2312,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
28299,0794,SPORTS MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
1231,1090,PODIATRIST - NON-MD,PODIATRIST - NON-MD
17178,0451,PEDIATRIC EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
9742,1020,BLOOD BANKING/TRANSFUSION SERVICES,BLOOD SERVICES CENTER
26084,1501,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
2506,1460,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
4692,1249,INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
45,1247,PEDIATRIC INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
742,1375,GYNECOLOGIST,GYNECOLOGY
94,3548,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
286,0615,CLINICAL NEUROPHYSIOLOGIST,NEUROLOGY
297,3109,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
3,1481,CLINICAL GENETICIST,GENETICS
70,4179,NUTRITIONIST,NUTRITIONIST
5,2044,CLINICAL PHARMACOLOGIST,OTHER PHYSICIAN SPECIALTY
3,1889,VASCULAR SURGEON,VASCULAR SURGERY
1,7230,OTHER NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
7,6668,LICENSED PRACTICAL NURSE,VOCATIONAL/PRACTICAL NURSE
496185478,0316,FAMILY PRACTICE/GENERAL PRACTICE,FAMILY PRACTICE
398592,0319,FAMILY PRACTITIONER,FAMILY PRACTICE
694480,0900,PEDIATRIC RADIOLOGIST,RADIOLOGY
57379,0612,NEUROMUSCULAR DISEASE SPECIALIST,NEUROLOGY
64007,0433,PEDIATRIC CRITICAL CARE MEDICINE SPECIALIST,CRITICAL CARE MEDICINE
55469,5788,PEDIATRIC PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
422626,7164,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
189331,0904,DIAGNOSTIC RADIOLOGIST,RADIOLOGY
7035,0455,URGENT CARE SPECIALIST,EMERGENCY MEDICINE
51715,0793,REHABILITATION MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
584,3387,ANESTHESIOLOGIST,ANESTHESIOLOGY
94821,1601,HOSPICE,HOSPICE
33506,5657,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
140690,1609,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,GENERAL SURGERY
1160,2611,HOMEOPATHY SPECIALIST,OTHER PHYSICIAN SPECIALTY
11331,1448,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
4476,1685,LACTATION SPECIALIST,OTHER NON-PHYSICIAN PROVIDER
66,0425,COLON & RECTAL SURGEON,COLON & RECTAL SURGERY
28,5639,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
396,1919,REGISTERED NURSE,REGISTERED NURSE
174,2395,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
82,2652,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
154,1565,MEDICAL DIRECTOR,OTHER PHYSICIAN SPECIALTY
76,6976,REGISTERED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
294,3613,PEDIATRIC CARDIOLOGIST,CARDIOLOGY
119,4003,PEDIATRIC NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
106,4171,GENERAL DENTIST,DENTIST
454,3177,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
1,1011,VASCULAR SURGEON,VASCULAR SURGERY
6,4347,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
335048,5848,SLEEP STUDY,OTHER PHYSICIAN SPECIALTY
77343,1496,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
4803,1021,BLOOD BANKING/TRANSFUSION SERVICES,BLOOD SERVICES CENTER
602,3015,HOMEOPATHY SPECIALIST,OTHER PHYSICIAN SPECIALTY
2415,2128,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
1742,6783,UNKNOWN SPECIALTY PHYSICIAN,OTHER NON-PHYSICIAN PROVIDER
418,3154,PEDIATRIC NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
2317,2572,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
1,1952,DIAGNOSTIC RADIOLOGIST,RADIOLOGY
3,7267,PSYCHIATRIST,PSYCHIATRY
14,3025,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
37,2460,MARRIAGE AND FAMILY SOCIAL WORKER,SOCIAL WORKER
18,4211,AUTISM TUTOR,MENTAL HEALTH PROFESSIONAL
6,4394,ANESTHESIOLOGIST ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
3,1948,GENERAL DENTIST,DENTIST
75,2702,NEURO-SURGEON,NEUROLOGICAL SURGERY
68243754,0000,UNKNOWN PROVIDER TYPE,UNKNOWN
852322,1087,MRI CENTER,INDEPENDENT RADIOLOGY
58220,0956,CARDIOTHORACIC SURGEON,THORACIC SURGERY
79778,3889,RURAL HEALTH CLINIC,CLINIC/DAY CARE FACILITIES
48153,1118,SURGICAL ASSISTANT (NON-PHYS),OTHER NON-PHYSICIAN PROVIDER
7500,6046,UNKNOWN SPECIALTY PHYSICIAN,OTHER NON-PHYSICIAN PROVIDER
1363,5718,REGISTERED NURSE,REGISTERED NURSE
617,0313,FAMILY PRACTICE SPECIALIST,FAMILY PRACTICE
7550,0353,PEDIATRIC SELF REFERRAL - CAPITATED,PEDIATRICS
32,1370,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
816,1838,DIAG RAD WITH SPECIAL COMPETENCE IN NUCLEAR RAD,OTHER PHYSICIAN SPECIALTY
33,1234,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
520,1330,AUDIOLOGIST,AUDIOLOGIST
100,3107,LICENSED VOCATIONAL NURSE,REGISTERED NURSE
11,0416,DIAGNOSTIC CARDIOLOGY,CARDIOLOGY
8,7288,NUTRITIONIST,NUTRITIONIST
2,1461,GASTROENTEROLOGIST - ENDOSCOPY SPECIALIST,GASTROENTEROLOGY
510,3052,GENERAL DENTIST,DENTIST
3,4336,HOME HEALTH AGENCY- HOME HEALTH AIDE,HOME HEALTH AGENCY
42,7214,LICENSED VOCATIONAL NURSE,REGISTERED NURSE
11,2713,NEUROLOGIST,NEUROLOGY
13,2393,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
3,0591,PEDIATRIC INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
1,3699,RHEUMATOLOGIST,RHEUMATOLOGY
1,2296,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
63085017,1491,DIALYSIS FACILITY,DIALYSIS FACILITY
10127,1327,MEDICAL MICROBIOLOGIST,PATHOLOGY
118187,0811,PODIATRIST - MD,PODIATRY MD
3158,1576,REGISTERED NURSE,REGISTERED NURSE
7,2375,FAMILY PRACTITIONER,FAMILY PRACTICE
855,7086,ADULT FOSTER CARE,COMMUNITY SUPPORT SERVICES
77893,1563,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
5688,5089,PEDIATRIC ORTHOPEDIC SURGEON,ORTHOPEDICS
29113,0201,GERIATRIC PSYCHOLOGIST,UNKNOWN
9586,4666,CERTIFIED SURGICAL ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
597,0431,CRITICAL CARE SURGEON,CRITICAL CARE MEDICINE
1720,3873,BEHAVIORAL ANALYST - AUTISM PROGRAM,MENTAL HEALTH PROFESSIONAL
102,1181,ORTHOPEDIC SURGEON - HAND SPECIALIST,ORTHOPEDICS
29,7418,ALLIED HEALTH PROF GROUP,OTHER NON-PHYSICIAN PROVIDER
80,7142,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
20,3463,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
2,7175,UNKNOWN PROVIDER TYPE,UNKNOWN
6,2310,PEDIATRIC ENDOCRINOLOGIST,ENDOCRINOLOGY
424,7329,PEDIATRIC DERMATOLOGY,DERMATOLOGY
384,3263,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
12206225,0935,RHEUMATOLOGIST,RHEUMATOLOGY
1135234,0364,ALLERGIST,ALLERGY & IMMUNOLOGY
3344529,4329,INTERNAL MED PEDIATRICS,PEDIATRICS
5457667,1162,INTERVENTIONAL CARDIOLOGY,CARDIOLOGY
4313794,0361,PEDIATRICIAN,PEDIATRICS
74188,1004,CARDIOVASCULAR SURGEON,VASCULAR SURGERY
116713,1570,FAMILY NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
1808,0493,PROCTOLOGIST,GASTROENTEROLOGY
576,3037,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
29327,4114,PSYCHIATRIST,PSYCHIATRY
6128,0395,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
3164,2465,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
534,5763,NEUROLOGIST,NEUROLOGICAL SURGERY
967,0711,PEDIATRIC OTOLARYNGOLOGIST,OTOLARYNGOLOGY
59,6080,INTERNAL MED PEDIATRICS,PEDIATRICS
694,2200,PSYCHIATRIST,PSYCHIATRY
14,2970,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
44,2888,PSYCHIATRIC HOSPITAL,SPECIALTY ACUTE-CARE HOSPITAL
37,5809,RADIATION ONCOLOGIST,THERAPEUTIC RADIOLOGY
1681,2878,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
283,4217,CERTIFIED ASTHMA EDUCATOR,OTHER NON-PHYSICIAN PROVIDER
1,7143,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
7,1865,GENERAL PRACTITIONER,FAMILY PRACTICE
56,1728,CARDIOLOGIST,CARDIOLOGY
289,6193,DOCTOR OF NAPROPATHY,OTHER NON-PHYSICIAN PROVIDER
102,0008,CHRISTIAN SCIENCE HOSPITAL,SPECIALTY ACUTE-CARE HOSPITAL
2,2790,FAMILY PRACTITIONER,FAMILY PRACTICE
3,2181,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
3,2079,DERMATOLOGIST,DERMATOLOGY
3,4027,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
9,3033,ORTHOPEDIC SURGEON,ORTHOPEDICS
5576425,0026,BEHAVIORAL HEALTH CLINIC/OUTPATIENT MENTAL HEALTH/CHEMICAL DEPENDENCY FACILITY,MENTAL HEALTH/CHEMICAL DEPENDENCY FACILITIES
41355,0832,UNDERSEAS MEDICINE SPECIALIST,PREVENTIVE MEDICINE
221472,0031,GOVERNMENT FACILITY,UNKNOWN
312711,0020,HOSPICE,HOSPICE
375945,1592,CLINIC/DAY CARE FACILITIES,CLINIC/DAY CARE FACILITIES
50316,5963,PEDIATRIC INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
10260,1310,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
6146,1605,NON MEDICAL INPATIENT FACILITY,HEALTH RESORT
11541,2164,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
1460,1462,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
1667,1420,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
744,4343,ANESTHESIOLOGIST ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
103,1636,REGISTERED NURSE,REGISTERED NURSE - PRACTITIONER
30,2778,GENERAL DENTIST,DENTIST
1,1567,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
14,2036,REGISTERED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
3,1331,NEUROPATHOLOGIST,PATHOLOGY
174,2341,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
102,7224,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
57,2752,EMPLOYEE ASSISTANCE PROGRAM (EAP) COUNSELOR,MENTAL HEALTH PROFESSIONAL
10,1709,PODIATRIST - NON-MD,PODIATRIST - NON-MD
4,2422,FORENSIC PSYCHIATRY,PSYCHIATRY
4,3085,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
31,2995,OTOLOGIST,OTOLARYNGOLOGY
9,1340,URGENT CARE SPECIALIST,EMERGENCY MEDICINE
73,3559,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
1,3654,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
3819659,0296,REPRODUCTIVE ENDOCRINOLOGIST,OBSTETRICS
666768,5819,VASCULAR SURGEON,VASCULAR SURGERY
3866489,5283,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
28254,0978,UNKNOWN COSMOS PROVIDER TYPE,UNKNOWN SPECIALTY PHYSICIAN
533,0546,PEDIATRIC GENETICIST,GENETICS
1194,0723,ORAL PATHOLOGIST,PATHOLOGY
2375,1376,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
11412,3341,HYPERBARIC OXYGEN CHAMBER,OTHER FREE STANDING FACILITY
868,1112,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
1146,4139,BEHAVIORAL ANALYST - AUTISM PROGRAM,MENTAL HEALTH PROFESSIONAL
18542,3245,EARLY INTERVENTION,OTHER PHYSICIAN SPECIALTY
102,1669,GENERAL SURGEON,GENERAL SURGERY
11,4298,CRITICAL CARE MEDICINE SPECIALIST,CRITICAL CARE MEDICINE
104,1051,NUTRITIONIST,NUTRITIONIST
107,2103,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
265,2233,FAMILY PRACTITIONER,FAMILY PRACTICE
9,0669,CLINICAL PHARMACOLOGIST,OTHER PHYSICIAN SPECIALTY
47,1169,UROLOGIST,UROLOGY
10,2368,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
1,1108,CARDIAC REHABILITATION,CARDIOLOGY
3,5743,RADIOLOGIST,RADIOLOGY
7,4059,PLASTIC SURGEON - HEAD & NECK,PLASTIC & RECONSTRUCTIVE SURGERY
2,1864,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
31851258,5995,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
22854692,0473,GASTROENTEROLOGIST,GASTROENTEROLOGY
28328,6016,FORENSIC PSYCHIATRY,PSYCHIATRY
630537,5362,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
45516,0401,DIAGNOSTIC CARDIOLOGY,CARDIOLOGY
7407,2701,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
134116,2146,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
68,3007,GENERAL SURGEON,GENERAL SURGERY
14222,0193,CHILD & ADOLESCENT PSYCHOLOGIST,CLINICAL PSYCHOLOGY
3734,2182,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
56905,3144,PEDIATRIC ANESTHESIOLOGY,ANESTHESIOLOGY
606,2544,CRISIS DIVERSION,SOCIAL WORKER
424,3694,GENETIC COUNSELOR,GENETICS
55,2435,REGISTERED NURSE,REGISTERED NURSE - PRACTITIONER
317,1716,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
8,3912,ASSISTED CARE LIVING FACILITY - HOME,COMMUNITY SUPPORT SERVICES
4068,5338,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
120,3046,REGISTERED NURSE,REGISTERED NURSE
61,7227,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
356,2562,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
315,2589,PSYCHIATRIST,PSYCHIATRY
183,1386,MASTER OF SOCIAL WORK,SOCIAL WORKER
174,0167,ORTHODONTIST,ORTHODONTIST
210,1933,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
25,2260,PEDIATRICIAN,PEDIATRICS
1947,2029,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
328,2590,CHILD & ADOLESCENT PSYCHIATRIST,PSYCHIATRY
92,2409,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
148,2004,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
1,2472,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,GENERAL SURGERY
11,1197,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
3,4117,PEDIATRIC OCCUPATIONAL THERAPY,OCCUPATIONAL THERAPY PROVIDER
1,5843,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
37270065,0438,DERMATOLOGIST,DERMATOLOGY
4061207,0950,THERAPEUTIC RADIOLOGIST,THERAPEUTIC RADIOLOGY
190783,5827,PEDIATRIC CARDIOLOGIST,CARDIOLOGY
809884,5987,HOSPICE AND PALLIATIVE MEDICINE,HOSPICE AND PALLIATIVE MEDICINE
25909,0955,THERAPEUTIC RADIOLOGIST,THERAPEUTIC RADIOLOGY
51263,2734,SPINAL CORD INJURY MEDICINE,NEUROLOGY
4096,0081,HOME HEALTH AGENCY,HOME HEALTH AGENCY
3722,0548,PEDIATRIC GENETICIST,GENETICS
897,5696,FAMILY PRACTITIONER,FAMILY PRACTICE
8525,2223,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
1511,1725,REGISTERED NURSE,REGISTERED NURSE
1,1703,PEDIATRICIAN,PEDIATRICS
4541,1724,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
794,1585,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
107,3184,OPTOMETRIST,OPTICIAN/OPTOMETRIST
1341,2209,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
717,3798,OCCUPATIONAL THERAPIST,OCCUPATIONAL THERAPY PROVIDER
519,1158,HOSPITALIST,OTHER PHYSICIAN SPECIALTY
25,3932,HEARING INSTRUMENT SPECIALIST,HEARING INSTRUMENT SPECIALIST
11,3425,FAMILY PLANNING,OTHER NON-PHYSICIAN PROVIDER
948,2358,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
117,2646,HOSPITALIST,OTHER PHYSICIAN SPECIALTY
205,6238,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
592,1927,GENERAL PRACTITIONER,FAMILY PRACTICE
470,3185,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
555,0880,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
471,6004,AUTISM TUTOR,MENTAL HEALTH PROFESSIONAL
913,5823,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
9,4047,HOME HEALTH AGENCY- HOME HEALTH AIDE,HOME HEALTH AGENCY
18,2801,MASTER OF SOCIAL WORK,SOCIAL WORKER
263199,5874,GYNECOLOGIST,GYNECOLOGY
144901,0781,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
448003,5968,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
514043,0061,RADIATION/ONCOLOGY FACILITY,INDEPENDENT RADIOLOGY
70017,0568,HEMATOLOGIST/ONCOLOGIST,HEMATOLOGY & ONCOLOGY
2135,1038,AMBULATORY SURGERY CENTER,AMBULATORY SURGERY CENTERS
18105,0025,SCHOOL - TRAINING/CUSTODIAL/DEVELOPMENTAL,SCHOOL
33387,0419,PEDIATRIC CARDIOLOGIST,CARDIOLOGY
309,0606,NEURO-SURGEON,NEUROLOGICAL SURGERY
1255,3612,PROSTHODONTIST,PROSTHODONTIST
5270,1114,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
10925,0373,ALLERGIST & IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
15825,3874,PCO - PERSONAL CARE OPTIONS SERVICES,COMMUNITY SUPPORT SERVICES
773,4658,FISCAL INTERMEDIARY,COMMUNITY SUPPORT SERVICES
780,1657,CLINICAL SOCIAL WORKER,SOCIAL WORKER
4533,0099,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
1890,4271,HEMOPHILIAC TX CTR PHARMACY ONLY,OTHER FREE STANDING FACILITY
1127,1732,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
19,4628,OSTEOPATHIC SPECIALIST,OSTEOPATHY
1096,2259,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
7,2951,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
9,2238,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
16,4361,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
2,1835,HEMATOLOGIST/ONCOLOGIST,HEMATOLOGY & ONCOLOGY
15,1307,CRITICAL CARE MEDICINE SPECIALIST,CRITICAL CARE MEDICINE
12,6074,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
844280,5910,SPORTS MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
310939,0987,PEDIATRIC UROLOGIST,UROLOGY
16724,0177,PEDODONTIST,PEDODONTIST
5453,1172,REGISTERED NURSE,REGISTERED NURSE
430300,0027,DRUG AND ALCOHOL REHABILITATION CENTER,MENTAL HEALTH/CHEMICAL DEPENDENCY FACILITIES
114092,0299,MATERNAL & FETAL MEDICINE SPECIALIST,OBSTETRICS
31420,0469,PEDIATRIC ENDOCRINOLOGIST,ENDOCRINOLOGY
13248,1782,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
11362,0632,PEDIATRIC NEUROLOGIST,NEUROLOGY
37948,0169,ORTHODONTIST,ORTHODONTIST
400,1176,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
211,1304,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
8120,4095,RESPIRATORY THERAPIST,PHYSICAL THERAPY PROVIDER
66525,0783,REHABILITATION MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
397,2287,NUCLEAR MEDICINE SPECIALIST,RADIOLOGY
15203,3547,NEONATOLOGIST,NEONATOLOGY
2,2058,NURSING HOME,EXTENDED CARE FACILITIES
174,6756,ANESTHESIOLOGIST ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
80,3563,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
24,2653,CARDIOVASCULAR DISEASE SPECIALIST,CARDIOLOGY
87,3360,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
139,3125,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
28,0733,CLINICAL PATHOLOGIST,PATHOLOGY
13,3850,HEARING INSTRUMENT SPECIALIST,HEARING INSTRUMENT SPECIALIST
15,1897,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
